البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
وَاِجعَلهُ بِالتابُوتِ مِن خَلفِهِ إِبليسُ يَمشي حافِياً في فِئام,إِبليسُ يَمشي حافِياً في فِئام,وَاِجعَلهُ بِالتابُوتِ مِن خَلفِهِ,السريع,ابن المقرب العيوني
وَقُل لَهُ يَختارُ في جَوفِهِ بَيتاً وَزَيِّنهُ بِغَبنٍ وَلام,بَيتاً وَزَيِّنهُ بِغَبنٍ وَلام,وَقُل لَهُ يَختارُ في جَوفِهِ,السريع,ابن المقرب العيوني
وَزُفَّهُ تَرقُصُ مِن حَولِهِ عَقارِبٌ كَالبُختِ أَو كَالنَعام,عَقارِبٌ كَالبُختِ أَو كَالنَعام,وَزُفَّهُ تَرقُصُ مِن حَولِهِ,السريع,ابن المقرب العيوني
وَقُل لِأَهلِ النارِ حُفّوا بِهِ فَهوَ لِمَن سَنَّ المَعاصي إِمام,فَهوَ لِمَن سَنَّ المَعاصي إِمام,وَقُل لِأَهلِ النارِ حُفّوا بِهِ,السريع,ابن المقرب العيوني
حَتّى إِذا أَكمَلَ في قَعرِها مِنَ المَدى يا مالِكاً أَلفَ عام,مِنَ المَدى يا مالِكاً أَلفَ عام,حَتّى إِذا أَكمَلَ في قَعرِها,السريع,ابن المقرب العيوني
فَأمُر بِهِ يَخرُجُ لَو مُكرَهاً مِنها إِلى الخُلدِ وَدارِ السَلام,مِنها إِلى الخُلدِ وَدارِ السَلام,فَأمُر بِهِ يَخرُجُ لَو مُكرَهاً,السريع,ابن المقرب العيوني
قولاً لنور الدين عن خِله خلِّ الجفا وارجع لذاك الوفا,خلِّ الجفا وارجع لذاك الوفا,قولاً لنور الدين عن خِله,السريع,ابن نباته المصري
يا حجريِّ الوصف من نسبة حقًّا لقد عاملتني بالصفا,حقًّا لقد عاملتني بالصفا,يا حجريِّ الوصف من نسبة,السريع,ابن نباته المصري
وغادةٍ تجلس في جانبي كأنها الزهرةُ في كمِّها,كأنها الزهرةُ في كمِّها,وغادةٍ تجلس في جانبي,السريع,ابراهيم ناجي
أبدعُ ما تنظر عينُ امرئٍ وخيبةُ الله على أمِّهَا,وخيبةُ الله على أمِّهَا,أبدعُ ما تنظر عينُ امرئٍ,السريع,ابراهيم ناجي
دُنياكَ مَوموقَةٌ أَكثَرُ مِن أُختِها,أَكثَرُ مِن أُختِها,دُنياكَ مَوموقَةٌ,السريع,أبو العلاء المعري
لَم تُبقِ مِن جَزلِها شَيئاً وَلا شَختِها,شَيئاً وَلا شَختِها,لَم تُبقِ مِن جَزلِها,السريع,أبو العلاء المعري
أَتى عَلى ذَرِّها الآ تي عَلى بُختِها,تي عَلى بُختِها,أَتى عَلى ذَرِّها الآ,السريع,أبو العلاء المعري
فَاِنظُر إِلى صُنعِها وَاِنظُر إِلى بُختِها,وَاِنظُر إِلى بُختِها,فَاِنظُر إِلى صُنعِها,السريع,أبو العلاء المعري
أَجَزْتُكُمْ مَرْوِيَّنَا مُطْلَقاً وَمَا لَنَا يُعْزَى بِقَوْلٍ وَجِيزْ,وَمَا لَنَا يُعْزَى بِقَوْلٍ وَجِيزْ,أَجَزْتُكُمْ مَرْوِيَّنَا مُطْلَقاً,السريع,ابن زاكور
وَلَوْ جَرَى الْحُكْمُ عَلَى رَسْمِهِ لَكُنْتَ إِذْ أَنْتَ الْأَجَلَّ الْمُجِيزْ,لَكُنْتَ إِذْ أَنْتَ الْأَجَلَّ الْمُجِيزْ,وَلَوْ جَرَى الْحُكْمُ عَلَى رَسْمِهِ,السريع,ابن زاكور
ما اسمٌ إذا ما سألَ المرء عن تصحيفِهِ خِلاً لهُ أَفْحَمَهْ,تصحيفِهِ خِلاً لهُ أَفْحَمَهْ,ما اسمٌ إذا ما سألَ المرء عن,السريع,ابن الفارض
فَنِصْفُ يَس لهُ أوّلٌ مِنْ غيرِ ما شكٍّ ولا جَمجَمَهْ,مِنْ غيرِ ما شكٍّ ولا جَمجَمَهْ,فَنِصْفُ يَس لهُ أوّلٌ,السريع,ابن الفارض
وإنْ تُرِدْ ثانِيَهُ فهْوَ لا يُذْكَرُ للسائِلِ كيْ يَفْهَمَهْ,يُذْكَرُ للسائِلِ كيْ يَفْهَمَهْ,وإنْ تُرِدْ ثانِيَهُ فهْوَ لا,السريع,ابن الفارض
وإنْ تَقُلْ بَيّنْ لنا ما الّذي منهُ تَبَقّى بَعْدَ ذا قُلْتُ مَهْ,منهُ تَبَقّى بَعْدَ ذا قُلْتُ مَهْ,وإنْ تَقُلْ بَيّنْ لنا ما الّذي,السريع,ابن الفارض
بَيّنْهُ لي إن كُنتَ ذا فِطْنَةٍ فإنّني قد جِئْتُ بالتّرْجَمَهْ,فإنّني قد جِئْتُ بالتّرْجَمَهْ,بَيّنْهُ لي إن كُنتَ ذا فِطْنَةٍ,السريع,ابن الفارض
إِنَّ الَّذِي في عِطْفه بَانَهْ وفي حواشي طَرْفِه حَانَه,وفي حواشي طَرْفِه حَانَه,إِنَّ الَّذِي في عِطْفه بَانَهْ,السريع,ابن سناء الملك
ذو قامة هيفاءَ فَينانَهْ ومقلةْ كحلاءَ فتَّانَه,ومقلةْ كحلاءَ فتَّانَه,ذو قامة هيفاءَ فَينانَهْ,السريع,ابن سناء الملك
وخدُّه التِّبْريُّ قد قال لي بأَنَّه في وجْنَتَيْه عَانَه,بأَنَّه في وجْنَتَيْه عَانَه,وخدُّه التِّبْريُّ قد قال لي,السريع,ابن سناء الملك
وشان قد جاد لي من ثغره باللثم من فيه ورشف الرحيق,باللثم من فيه ورشف الرحيق,وشان قد جاد لي من ثغره,السريع,ابن مليك الحموي
لكن غدا في دربه عارض يقطع في الجد عليّ الطريق,يقطع في الجد عليّ الطريق,لكن غدا في دربه عارض,السريع,ابن مليك الحموي
نِهايَةُ الجَهلِ اِجتِهادُ الفَتى في كَسبِ ما يُنفِقُهُ غَيرُه,في كَسبِ ما يُنفِقُهُ غَيرُه,نِهايَةُ الجَهلِ اِجتِهادُ الفَتى,السريع,المكزون السنجاري
وَشَرُّ حالِ المَرءِ في نَفسِهِ أَن يَتَعَدّى نَفسَهُ خَيرُه,أَن يَتَعَدّى نَفسَهُ خَيرُه,وَشَرُّ حالِ المَرءِ في نَفسِهِ,السريع,المكزون السنجاري
ما البرق في كانونه قد قدح والغيم في كفِّ الثريا قدح,والغيم في كفِّ الثريا قدح,ما البرق في كانونه قد قدح,السريع,ابن نباته المصري
أضوأ من ذهنك ناراً ولا أرقّ من لفظك كأساً طفح,أرقّ من لفظك كأساً طفح,أضوأ من ذهنك ناراً ولا,السريع,ابن نباته المصري
أورى نداك الذهن زنداً على أنَّ امرأً في فضله ما قدح,أنَّ امرأً في فضله ما قدح,أورى نداك الذهن زنداً على,السريع,ابن نباته المصري
وكأس ألفاظٍ عِذابٍ إذا مازجها كافور ثلج نضح,مازجها كافور ثلج نضح,وكأس ألفاظٍ عِذابٍ إذا,السريع,ابن نباته المصري
وصغت ثلجاً فاكتسى برده ذكاء ألفاظك حتى نفح,ذكاء ألفاظك حتى نفح,وصغت ثلجاً فاكتسى برده,السريع,ابن نباته المصري
وسبح الناس بدرّيهما حباً فيا لله من ذي السبح,حباً فيا لله من ذي السبح,وسبح الناس بدرّيهما,السريع,ابن نباته المصري
وصار بالثّلج عذابُ الورى عذباً وعاه غمه فانشرح,عذباً وعاه غمه فانشرح,وصار بالثّلج عذابُ الورى,السريع,ابن نباته المصري
لم أنسه كالشيب لما أضا في الرأس أو في الجلد لما جرح,في الرأس أو في الجلد لما جرح,لم أنسه كالشيب لما أضا,السريع,ابن نباته المصري
قد غسل الليل بصابونه وفاض في صبغ المسا فانمسح,وفاض في صبغ المسا فانمسح,قد غسل الليل بصابونه,السريع,ابن نباته المصري
وخاف أن يغتبق الأفق من أندائه صدر الدجى فاصطبح,أندائه صدر الدجى فاصطبح,وخاف أن يغتبق الأفق من,السريع,ابن نباته المصري
وعاد خيط الليل من لونه أبيض كالفرق إذا ما وضح,أبيض كالفرق إذا ما وضح,وعاد خيط الليل من لونه,السريع,ابن نباته المصري
وسيرت منه الجبال التي رأى بها الساعة طرْفٌ طمح,رأى بها الساعة طرْفٌ طمح,وسيرت منه الجبال التي,السريع,ابن نباته المصري
ما كان ذاك الوجد حوتاً جرى في فلك الشهب وثوراً نطح,في فلك الشهب وثوراً نطح,ما كان ذاك الوجد حوتاً جرى,السريع,ابن نباته المصري
الأمر أدهى والذي غاب من شكوى الورى أكثر مما سنح,شكوى الورى أكثر مما سنح,الأمر أدهى والذي غاب من,السريع,ابن نباته المصري
سلّت يد السعد على النحس من أهل الشقا سكّينها فانذبح,أهل الشقا سكّينها فانذبح,سلّت يد السعد على النحس من,السريع,ابن نباته المصري
وضاقت الأنفس من فرط ما يُندف من رأس وقطنٍ قزح,يُندف من رأس وقطنٍ قزح,وضاقت الأنفس من فرط ما,السريع,ابن نباته المصري
وأبيض ذاك الطرف مما بكى وأزبد العوَّاء مما نبح,وأزبد العوَّاء مما نبح,وأبيض ذاك الطرف مما بكى,السريع,ابن نباته المصري
وانقصف الغصن فكم طائر ناح عليه بعد ما قد صدح,ناح عليه بعد ما قد صدح,وانقصف الغصن فكم طائر,السريع,ابن نباته المصري
كأنما البحرُ طفا ملحه فذرّه الأفق على ما جرح,فذرّه الأفق على ما جرح,كأنما البحرُ طفا ملحه,السريع,ابن نباته المصري
يا مدْملَ الجرح بألفاظه وناهياً للدّهر عما اجترح,وناهياً للدّهر عما اجترح,يا مدْملَ الجرح بألفاظه,السريع,ابن نباته المصري
لله ما خائية خلدت في صفحة الدهر أجلّ الملح,في صفحة الدهر أجلّ الملح,لله ما خائية خلدت,السريع,ابن نباته المصري
أقسمت لو وازنت الشمس في الم يزان دينار سناها رجح,يزان دينار سناها رجح,أقسمت لو وازنت الشمس في الم,السريع,ابن نباته المصري
هاجَرني من هَجْرُه هُجْنهْ وقال لا صلحَ ولا هُدْنهْ,وقال لا صلحَ ولا هُدْنهْ,هاجَرني من هَجْرُه هُجْنهْ,السريع,ابن سناء الملك
وقامت الحربُ فكم فتنهْ أَقامها مَنْ وَجْهُه فِتْنه,أَقامها مَنْ وَجْهُه فِتْنه,وقامت الحربُ فكم فتنهْ,السريع,ابن سناء الملك
فلم تزل كأْسِي بأَخلاقِه أَوْ صَيَّرتْهَا رَطْبَةً لَدْنَه,أَوْ صَيَّرتْهَا رَطْبَةً لَدْنَه,فلم تزل كأْسِي بأَخلاقِه,السريع,ابن سناء الملك
وقادَهُ السُّكْر فيا مِنَّةً للسُّكْرِ لا تُشْبِهُها مِنَّهْ,للسُّكْرِ لا تُشْبِهُها مِنَّهْ,وقادَهُ السُّكْر فيا مِنَّةً,السريع,ابن سناء الملك
وسهَّل الوصل على أَنَّه قد كان أَعيا الإِنسَ والجِنَّه,قد كان أَعيا الإِنسَ والجِنَّه,وسهَّل الوصل على أَنَّه,السريع,ابن سناء الملك
وَبَعْدَ هَذَا فَاعْلَمُوا أَنَّني وَصَلْتُ بالنَّارِ إِلىَ الجَنَّه,وَصَلْتُ بالنَّارِ إِلىَ الجَنَّه,وَبَعْدَ هَذَا فَاعْلَمُوا أَنَّني,السريع,ابن سناء الملك
وَكُتبُهُ تَحكي لَنا دارَهُ فَكُلُّ مَن فيها بَناتُ الخَطا,فَكُلُّ مَن فيها بَناتُ الخَطا,وَكُتبُهُ تَحكي لَنا دارَهُ,السريع,القاضي الفاضل
دَليلُ كَونِ العَقلِ ذا عِلَّةٍ يَظهَرُ في القَولِ إِذا خَلَّطا,يَظهَرُ في القَولِ إِذا خَلَّطا,دَليلُ كَونِ العَقلِ ذا عِلَّةٍ,السريع,القاضي الفاضل
حالِيَ حالُ اليائِسِ الراجي وَإِنَّما أَرجِعُ أَدراجي,وَإِنَّما أَرجِعُ أَدراجي,حالِيَ حالُ اليائِسِ الراجي,السريع,أبو العلاء المعري
إِذا رَأَيتُ الخَيرَ في رَقدَتي عَدَدتُها لَيلَةَ مِعراجي,عَدَدتُها لَيلَةَ مِعراجي,إِذا رَأَيتُ الخَيرَ في رَقدَتي,السريع,أبو العلاء المعري
إِن قُمتُ مِن وبرَةِ هَذا الثَرى أُهدى إِلى خَضراءَ مِئراجِ,أُهدى إِلى خَضراءَ مِئراجِ,إِن قُمتُ مِن وبرَةِ هَذا الثَرى,السريع,أبو العلاء المعري
فَالحَمدُ لِلَّهِ عَلى نِعمَةٍ تُعقِبُ مِن ضَنكٍ وَإِحراجِ,تُعقِبُ مِن ضَنكٍ وَإِحراجِ,فَالحَمدُ لِلَّهِ عَلى نِعمَةٍ,السريع,أبو العلاء المعري
لَو أَنَّني البِرجيسُ أَو جارُهُ نَزَلتُ مِن أَرفَعَ أَبراجِ,نَزَلتُ مِن أَرفَعَ أَبراجِ,لَو أَنَّني البِرجيسُ أَو جارُهُ,السريع,أبو العلاء المعري
ما أُمُّ سِرياحٍ إِذا ما غَدَت مُوَرِّثَتي أَدمُعَ دَرّاجِ,مُوَرِّثَتي أَدمُعَ دَرّاجِ,ما أُمُّ سِرياحٍ إِذا ما غَدَت,السريع,أبو العلاء المعري
يَنسى الفَتى الحَربِيُّ في قَبرِهِ أَيّامَ إِلجامٍ وَإِسراجِ,أَيّامَ إِلجامٍ وَإِسراجِ,يَنسى الفَتى الحَربِيُّ في قَبرِهِ,السريع,أبو العلاء المعري
وَخَوضَهُ في نَفَيانِ الوَغى عَلى طُموحِ الطَرفِ هَرّاجِ,عَلى طُموحِ الطَرفِ هَرّاجِ,وَخَوضَهُ في نَفَيانِ الوَغى,السريع,أبو العلاء المعري
وَخَضبَهُ الأَبيَضَ مُستَأنِساً بِأَسوَدٍ لِلهَولِ فَرّاجِ,بِأَسوَدٍ لِلهَولِ فَرّاجِ,وَخَضبَهُ الأَبيَضَ مُستَأنِساً,السريع,أبو العلاء المعري
يَفُضُّ ما أَذهَبَ مِن قَونَسٍ بِزِئبَقٍ يَمتَدُّ رَجراجِ,بِزِئبَقٍ يَمتَدُّ رَجراجِ,يَفُضُّ ما أَذهَبَ مِن قَونَسٍ,السريع,أبو العلاء المعري
أَشَلَّ أَو أَعرَجَ دَهرٌ عَدا فَوارِساً عَن شَكِّ أَعراجِ,فَوارِساً عَن شَكِّ أَعراجِ,أَشَلَّ أَو أَعرَجَ دَهرٌ عَدا,السريع,أبو العلاء المعري
يا سيدي دعوة مَن قولُهُ يا سيدِي يوجب تشريفَه,يا سيدِي يوجب تشريفَه,يا سيدي دعوة مَن قولُهُ,السريع,ابن نباته المصري
حملت بالإحسان تثقيله فاحْمل بإحسانكَ تخفيفه,فاحْمل بإحسانكَ تخفيفه,حملت بالإحسان تثقيله,السريع,ابن نباته المصري
مِنْ أَفْقَرِ الْخَلْقِ بِذَا الزَّمَنِ مِنَ ابْنِ زَاكُورٍ أَخِي الشَّجَنِ,مِنَ ابْنِ زَاكُورٍ أَخِي الشَّجَنِ,مِنْ أَفْقَرِ الْخَلْقِ بِذَا الزَّمَنِ,السريع,ابن زاكور
إِلَى إِمَامِ الْعَصْرِ أَوْحَدِهِ عَمِيدِ أَهْلِ السَّنَنِ الْحَسَنِ,عَمِيدِ أَهْلِ السَّنَنِ الْحَسَنِ,إِلَى إِمَامِ الْعَصْرِ أَوْحَدِهِ,السريع,ابن زاكور
قُطْبِ رَحَى الْعِلْمِ بِمَغْرِبِنَا شَمْسِ الْهُدَى الأَهْدَى أَبُومَدْيَنِ,شَمْسِ الْهُدَى الأَهْدَى أَبُومَدْيَنِ,قُطْبِ رَحَى الْعِلْمِ بِمَغْرِبِنَا,السريع,ابن زاكور
أَبْقَاهُ مَنْ يُبْقِي عَلَى خَيْرِ مَا يُبْقِي عَلَيْهِ الْحَبْرَ ذَا السُّنَنِ,يُبْقِي عَلَيْهِ الْحَبْرَ ذَا السُّنَنِ,أَبْقَاهُ مَنْ يُبْقِي عَلَى خَيْرِ مَا,السريع,ابن زاكور
بَعْدَ سَلاَمٍ نَافِحٍ عَبِقٍ يُحْيِي شَذَاهُ مَيِّتَ الْفِطَنِ,يُحْيِي شَذَاهُ مَيِّتَ الْفِطَنِ,بَعْدَ سَلاَمٍ نَافِحٍ عَبِقٍ,السريع,ابن زاكور
أَطْلِعْ بَنِي عَمِّي عَلَى جَدِّنَا الْ مَذْكُورِ فِي الْمِعْيَارِ بِالْعَلَن,مَذْكُورِ فِي الْمِعْيَارِ بِالْعَلَن,أَطْلِعْ بَنِي عَمِّي عَلَى جَدِّنَا الْ,السريع,ابن زاكور
أَطْلَعَكَ اللهُ عَلَى كُلِّ مَا يُنْجِي مِنَ الْمَرْهُوبِ مِنْ فِتَنِ,يُنْجِي مِنَ الْمَرْهُوبِ مِنْ فِتَنِ,أَطْلَعَكَ اللهُ عَلَى كُلِّ مَا,السريع,ابن زاكور
مُخَوَّلاً عِزًّا وَمُغْتَبِطاً عَلَى الذِي يُرْضِيكَ مِنْ مِنَنِ,عَلَى الذِي يُرْضِيكَ مِنْ مِنَنِ,مُخَوَّلاً عِزًّا وَمُغْتَبِطاً,السريع,ابن زاكور
وقائل جفنك لم يَغْتَمِضْ والليل في ساعته السّابِعَهْ,والليل في ساعته السّابِعَهْ,وقائل جفنك لم يَغْتَمِضْ,السريع,ابن سناء الملك
من ذا الذي تَغْمُض أَجْفَانُه والشَّمْس مِنْ مَرْقَدِه طَالِعَهْ,والشَّمْس مِنْ مَرْقَدِه طَالِعَهْ,من ذا الذي تَغْمُض أَجْفَانُه,السريع,ابن سناء الملك
وشاعرٍ أَجوْعَ من ذيبِ معشِّشٍ بين أَعاريبِ,معشِّشٍ بين أَعاريبِ,وشاعرٍ أَجوْعَ من ذيبِ,السريع,ابن الرومي
سَلَّتُهُ أقفرُ من سبسبٍ فيها طِرازٌ للعناكيبِ,فيها طِرازٌ للعناكيبِ,سَلَّتُهُ أقفرُ من سبسبٍ,السريع,ابن الرومي
لا مستهِلٌّ فيه يُكْنى به غير سُلاحٍ كالمَيازِيبِ,غير سُلاحٍ كالمَيازِيبِ,لا مستهِلٌّ فيه يُكْنى به,السريع,ابن الرومي
حَكَّمَهُ في مُهجَتي حُسنُهُ فَظَلّ لا يَعدِلُ في حُكمِهِ,فَظَلّ لا يَعدِلُ في حُكمِهِ,حَكَّمَهُ في مُهجَتي حُسنُهُ,السريع,المعتمد بن عباد
أَفديه ما يَنفَكُّ لي ظالِماً يا رَبَّ لا يُجزَ عَلى ظُلمِهِ,يا رَبَّ لا يُجزَ عَلى ظُلمِهِ,أَفديه ما يَنفَكُّ لي ظالِماً,السريع,المعتمد بن عباد
صَدُّوا فإِنْسَانِي إِليهمْ صَدى وكَمْ بِه للدَّمْعِ مِنْ مَوْردِ,وكَمْ بِه للدَّمْعِ مِنْ مَوْردِ,صَدُّوا فإِنْسَانِي إِليهمْ صَدى,السريع,ابن سناء الملك
وَرِيُّه في وَجْنةٍ ماؤُها ملتهبٌ في وسْط جمرٍ نَدِي,ملتهبٌ في وسْط جمرٍ نَدِي,وَرِيُّه في وَجْنةٍ ماؤُها,السريع,ابن سناء الملك
تكاثَرَ الدَّمْعُ على مُقْلَتي تكاثُرَ الهَمِّ على حُسَّدي,تكاثُرَ الهَمِّ على حُسَّدي,تكاثَرَ الدَّمْعُ على مُقْلَتي,السريع,ابن سناء الملك
أَظن نومي مُذ غَدا ناحلاً أَتتْ دموعُ العينِ كَالعُوَّدِ,أَتتْ دموعُ العينِ كَالعُوَّدِ,أَظن نومي مُذ غَدا ناحلاً,السريع,ابن سناء الملك
نَفَى لي النومَ دموعٌ جرَتْ فالطرْفُ لم يرْقَأْ ولم يَرْقُد,فالطرْفُ لم يرْقَأْ ولم يَرْقُد,نَفَى لي النومَ دموعٌ جرَتْ,السريع,ابن سناء الملك
نافَسَني الدَّهْرُ عَلى رَقْدَةٍ كَمْ أَهْدَت الطَّيفَ إِلَى مَرْقَدِي,كَمْ أَهْدَت الطَّيفَ إِلَى مَرْقَدِي,نافَسَني الدَّهْرُ عَلى رَقْدَةٍ,السريع,ابن سناء الملك
وكَمْ تمسَّكْتُ بأَعْطافِه وها بقَايا مِسْكه في يَدِي,وها بقَايا مِسْكه في يَدِي,وكَمْ تمسَّكْتُ بأَعْطافِه,السريع,ابن سناء الملك
قولُوا له إِنْ لَمْ يَزُر زَارَه مِنِّيَ شخصٌ بالضَّنَى مُرْتدي,مِنِّيَ شخصٌ بالضَّنَى مُرْتدي,قولُوا له إِنْ لَمْ يَزُر زَارَه,السريع,ابن سناء الملك
يكْتُمه السُّقْمُ ويَسري به في ليلةٍ للْهَمِّ لم تَنْفَد,في ليلةٍ للْهَمِّ لم تَنْفَد,يكْتُمه السُّقْمُ ويَسري به,السريع,ابن سناء الملك
وإِنْ شَكا مِنْ ليله ظُلمةً فَهْو بنيرانِ الجوَى يَهْتدي,فَهْو بنيرانِ الجوَى يَهْتدي,وإِنْ شَكا مِنْ ليله ظُلمةً,السريع,ابن سناء الملك
وإذ شكا تعباً فإن الضنى يريمه من أعين الهجد,يريمه من أعين الهجد,وإذ شكا تعباً فإن الضنى,السريع,ابن سناء الملك
وعَسْجدِيِّ اللون لا غروَ أَنْ يجري عليه دَمْعِيَ العَسْجَدِي,يجري عليه دَمْعِيَ العَسْجَدِي,وعَسْجدِيِّ اللون لا غروَ أَنْ,السريع,ابن سناء الملك
وهْو لحتفي صنمٌ فاتِنٌ ما فيه غَيْرَ القلبِ مِنْ جَلْمَد,ما فيه غَيْرَ القلبِ مِنْ جَلْمَد,وهْو لحتفي صنمٌ فاتِنٌ,السريع,ابن سناء الملك
يَسْجُدُ وجْهي لِسَنَا وجُهِه فالوجْهُ مِنْه قِبلةُ المسْجِدِ,فالوجْهُ مِنْه قِبلةُ المسْجِدِ,يَسْجُدُ وجْهي لِسَنَا وجُهِه,السريع,ابن سناء الملك
أَلْثُمُ منه لُؤلؤاً أَبْيَضاً أَغْنَى به عَنْ حَجَرٍ أَسْودِ,أَغْنَى به عَنْ حَجَرٍ أَسْودِ,أَلْثُمُ منه لُؤلؤاً أَبْيَضاً,السريع,ابن سناء الملك
رِيقَتُه شَهْدٌ على أَنَّنِي لَوْ لَمْ أَذُقْها مِنه لَمْ أشْهَد,لَوْ لَمْ أَذُقْها مِنه لَمْ أشْهَد,رِيقَتُه شَهْدٌ على أَنَّنِي,السريع,ابن سناء الملك
وقدُّه الأَملَدُ لي قاتِلٌ تمرَّدَ الأَمرَدُ بالأَمْلدَ,تمرَّدَ الأَمرَدُ بالأَمْلدَ,وقدُّه الأَملَدُ لي قاتِلٌ,السريع,ابن سناء الملك
لم يَصِد الشَّعرُ له وجنةً والوجْهُ بالشَّعر كَنَصْلٍ صَدِي,والوجْهُ بالشَّعر كَنَصْلٍ صَدِي,لم يَصِد الشَّعرُ له وجنةً,السريع,ابن سناء الملك
ولا يُرى الدَّمْعُ بتكحيلهِ يَفْعَل ما يُفْعَل بالإِثْمِد,يَفْعَل ما يُفْعَل بالإِثْمِد,ولا يُرى الدَّمْعُ بتكحيلهِ,السريع,ابن سناء الملك
وهْو إِذَا أَطْرَق من عُجْبِه يَقْتُلُني بالصَّارم المُغْمَدِ,يَقْتُلُني بالصَّارم المُغْمَدِ,وهْو إِذَا أَطْرَق من عُجْبِه,السريع,ابن سناء الملك
يا لَيْتَه أَسْلَفَني موعِداً ودَعْه لا يصدُق في المَوْعدِ,ودَعْه لا يصدُق في المَوْعدِ,يا لَيْتَه أَسْلَفَني موعِداً,السريع,ابن سناء الملك
أَوْ ردَّ نَفْساً لي ولم يَرْضَها فالشَّرع قد جَاءَ برَدِّ الرَّدِي,فالشَّرع قد جَاءَ برَدِّ الرَّدِي,أَوْ ردَّ نَفْساً لي ولم يَرْضَها,السريع,ابن سناء الملك
أَوْليتَه يحكي بتنويلِه فضلَ أَبي الفَضْلِ عَلَى المُجْتدِي,فضلَ أَبي الفَضْلِ عَلَى المُجْتدِي,أَوْليتَه يحكي بتنويلِه,السريع,ابن سناء الملك
فضلٌ وفضلٌ وهما للورى للمجتدي طوراً وللمقتدي,للمجتدي طوراً وللمقتدي,فضلٌ وفضلٌ وهما للورى,السريع,ابن سناء الملك
وإِنْ أَخافَ الفقرُ أَبناءَه فكم لديهِ مِنْ جَدَا مُجْتَدِ,فكم لديهِ مِنْ جَدَا مُجْتَدِ,وإِنْ أَخافَ الفقرُ أَبناءَه,السريع,ابن سناء الملك
